,compound,neg,neu,pos,id
678,0.9988,0.035,0.923,0.042,M04d70HCBo8
679,0.9802,0.035,0.917,0.048,M2Zeqr-4tjs
680,-0.9273,0.051,0.915,0.034,M87WQKTXXB4
681,-0.9509,0.029,0.957,0.014,M9Kt5sfgQTE
682,-0.8314,0.021,0.967,0.012,MBSirsEKEkk
683,0.9999,0.007,0.821,0.171,MBY1327I7fU
684,-0.8867,0.033,0.947,0.02,MC31YSCFrsI
685,0.8667,0.009,0.976,0.014,MIKjZmyniLM
686,-0.9105,0.023,0.967,0.01,MLwwXbAgMYw
687,0.9995,0.081,0.745,0.174,MMjkWlXx2Gw
688,0.0,0.0,1.0,0.0,MN3-ds6f-Ls
689,0.9903,0.019,0.938,0.043,MNM-2_ZTDJ4
690,-0.7647,0.041,0.927,0.032,MQ5SXqF0AKY
691,-0.997,0.065,0.904,0.031,MR9RLEVhch4
692,0.8453,0.0,0.997,0.003,MSNKqGu4OQw
693,0.8372,0.016,0.953,0.031,MT05bfg0_NM
694,0.9915,0.0,0.975,0.025,MV_7X5z4GIE
695,0.9299,0.039,0.906,0.055,MVkwzglk5wA
696,0.9855,0.025,0.932,0.043,MZyKgRnzwrk
697,-0.9981,0.069,0.918,0.013,MaCPmfQSDNQ
698,1.0,0.021,0.746,0.233,Mal63CDyJPM
699,0.914,0.0,0.895,0.105,McoUkaG1VIA
700,0.9977,0.007,0.955,0.039,MehY99byZQE
701,0.0,0.0,1.0,0.0,Mex7PquB11s
702,0.9846,0.039,0.879,0.082,Mg72v68Y2so
703,0.0,0.0,1.0,0.0,MiJ2JbqlzHk
704,0.0,0.0,1.0,0.0,MiUoKxyWePo
705,-0.9985,0.099,0.881,0.02,MlO4usJPwjk
706,0.9998,0.023,0.858,0.12,MvDe9fKyK14
707,0.9971,0.08,0.782,0.138,MweeJVDG0aE
708,-0.9993,0.074,0.916,0.01,N1Ykznkbh8I
709,0.0,0.0,1.0,0.0,N1eK4uQo0L0
710,0.9999,0.094,0.791,0.115,N20bMsFqv0o
711,-0.9864,0.04,0.948,0.012,N21sKURNEzM
712,-0.9919,0.024,0.976,0.0,N3549Cb28yo
713,0.9671,0.009,0.958,0.033,N5Vx1XagUnI
714,0.991,0.021,0.907,0.072,N5vaHN_ghlg
715,0.7736,0.003,0.986,0.01,N97robIFV7o
716,0.8328,0.03,0.933,0.037,NEgdV95Q_8k
717,-0.9881,0.06,0.915,0.025,NHEf7Z8rPX8
718,0.9999,0.067,0.723,0.21,NHcOT2cWMJ8
719,0.9978,0.023,0.884,0.092,NJXWimh6D_I
720,-0.5119,0.031,0.969,0.0,NNzMq8K56l0
721,0.9948,0.023,0.899,0.078,NOYTkHatEoo
722,-0.9961,0.137,0.729,0.134,NOjrt1mrD8Q
723,0.9503,0.004,0.963,0.033,NPEiGOFv69I
724,0.9932,0.0,0.992,0.008,NQiJAFG3OVc
725,0.9748,0.0,0.947,0.053,NQxsj8ls7LI
726,0.885,0.028,0.935,0.037,NTawyVBJgHk
727,-0.9984,0.123,0.856,0.022,NXK0Nk40f4w
728,-0.9973,0.085,0.894,0.021,NaTXN12tYSU
729,0.9968,0.031,0.934,0.034,Nd1t5n49S7M
730,-0.9999,0.067,0.915,0.018,NgPjfDUSO7E
731,0.7452,0.0,0.994,0.006,NjwJR5PQNiI
732,0.9478,0.017,0.95,0.033,NlCtJd6aSMA
733,0.9867,0.018,0.956,0.026,NlXU0kQ1_3w
734,0.9975,0.012,0.917,0.071,NrfbOMh0swY
735,-0.9971,0.082,0.885,0.033,Nt5F_0WXgt0
736,0.981,0.042,0.884,0.074,Nx8vi32W6GE
737,-0.8074,0.002,0.998,0.0,NzER6kIjtvM
738,0.0,0.0,1.0,0.0,O-5XAtPxEuw
739,0.0,0.0,1.0,0.0,O04bpm3uW7Q
740,0.9682,0.002,0.977,0.021,O3atUjqDA8g
741,0.9991,0.036,0.799,0.165,O5EUvK7akZs
742,0.0,0.0,1.0,0.0,OAOUQO5iWeE
743,0.9282,0.002,0.978,0.02,OFOwX5BqV00
744,0.9999,0.03,0.813,0.157,OJe-A4exRoU
745,0.9997,0.025,0.918,0.058,OKZwoeV1lrs
746,0.9344,0.02,0.955,0.024,OLNkRF-_XaA
747,-0.9983,0.113,0.854,0.032,OLc_D9CLtYc
748,0.9945,0.0,0.888,0.112,OMFu3NBiMj4
749,-0.998,0.064,0.92,0.016,OMmhYMFnSJY
750,-0.9998,0.077,0.9,0.023,OQNr_OI6TqE
751,-0.8634,0.012,0.98,0.008,OR7Jbtb01UM
752,-0.6794,0.012,0.974,0.014,ORoJODPAjR8
753,-0.6768,0.038,0.931,0.03,OTNzZiOApCs
754,0.0,0.0,1.0,0.0,OXJgMo1g2MY
755,0.0,0.0,1.0,0.0,OYG3lLGnKC8
756,-0.9995,0.054,0.913,0.033,OZOpfzN4sGs
757,0.9704,0.003,0.972,0.025,Oa9geXDe4no
758,0.7067,0.023,0.922,0.055,OaK1x7Vl5G8
759,1.0,0.115,0.705,0.18,Oad8BY3OWwc
760,-0.9994,0.081,0.908,0.011,OotdOGrIzRI
761,1.0,0.07,0.74,0.19,Oqd84F6R33g
762,-0.9946,0.037,0.952,0.011,OrRuYupJv1s
763,-0.9634,0.035,0.948,0.017,OveDbldqJds
764,0.9972,0.002,0.924,0.074,P0d8ff5iNuc
765,0.0,0.0,1.0,0.0,P0mDMugZKik
766,0.9999,0.076,0.737,0.187,P3TFjAYeSsw
767,0.9655,0.006,0.968,0.026,P96Q6wnHO28
768,0.6663,0.016,0.97,0.014,PClUF3WPnRM
769,0.983,0.004,0.96,0.036,PMZJSZIcj5A
770,-0.9951,0.045,0.938,0.017,PNK8TmaRSQY
771,0.0,0.0,1.0,0.0,PO8RV3ZE-TE
772,0.9597,0.011,0.967,0.022,PSBBGXdATH0
773,0.0,0.0,1.0,0.0,PT6pNa3c8MQ
774,0.0,0.0,1.0,0.0,PVfn4XFzfCI
