,compound,neg,neu,pos,id
223,0.9999,0.028,0.821,0.15,6pMNHrnUFmQ
224,1.0,0.093,0.63,0.277,6tiD1za8jGw
225,-0.9981,0.058,0.902,0.039,6yT26_MPDS0
226,0.9254,0.019,0.962,0.019,6zg_1iG3HSA
227,-0.7527,0.02,0.965,0.014,72gDtrKWll0
228,0.9396,0.008,0.967,0.026,7504zQJJZAg
229,0.9965,0.028,0.937,0.035,76925U_yKLw
230,0.0,0.0,1.0,0.0,7A9iQ89wHAY
231,0.9624,0.016,0.958,0.026,7BnGzoUyK5E
232,0.6004,0.035,0.936,0.029,7F2Ed55FSro
233,0.7525,0.006,0.972,0.022,7Gn31r01We8
234,-0.9865,0.036,0.958,0.006,7Sd52OOMxVk
235,0.8963,0.015,0.961,0.024,7TV1ygGKTXA
236,0.6628,0.0,0.975,0.025,7U7F6xM9ja4
237,0.9997,0.026,0.918,0.057,7UB6mzkcYWs
238,-0.9998,0.119,0.828,0.053,7UkwNfTP4as
239,0.9997,0.015,0.938,0.046,7Wx-7TzGFI8
240,-0.9986,0.085,0.879,0.036,7X1Pok9VW1E
241,-0.9644,0.02,0.972,0.008,7Yzcmrkdzh8
242,-0.9914,0.074,0.914,0.012,7ZHC4F_b8is
243,0.9998,0.057,0.73,0.213,7beZU4Tj9fo
244,1.0,0.072,0.826,0.102,7c1FO8FT__U
245,0.9536,0.005,0.971,0.024,7cL2mMjqR8o
246,1.0,0.101,0.746,0.154,7fE5ljMUsAw
247,1.0,0.049,0.779,0.172,7hKTaDncNic
248,0.8453,0.0,0.998,0.002,7jAqeaXtIMw
249,-0.9996,0.1,0.89,0.01,7md20ogAHTI
250,0.8453,0.0,0.991,0.009,7nQZHyCFleQ
251,-0.987,0.088,0.882,0.03,7nuinKzCH8E
252,0.0,0.0,1.0,0.0,7pyttUjvGP0
253,0.994,0.004,0.943,0.053,7uD7sEY9-x4
254,0.9632,0.025,0.939,0.036,8482MAoEdyM
255,0.9987,0.012,0.827,0.16,88sdqOX4OI8
256,-0.997,0.068,0.906,0.026,89CY_9xsy50
257,-0.9898,0.031,0.954,0.015,89NF5COf1GU
258,-0.9818,0.105,0.817,0.079,8DJ_2qWrqs4
259,0.9997,0.06,0.714,0.226,8DdLKWwsvWw
260,0.9823,0.02,0.942,0.038,8DyweYGHMEk
261,0.9867,0.002,0.953,0.044,8ExSEdnVoBg
262,0.9998,0.042,0.683,0.275,8HwMdRaZI-g
263,0.9291,0.032,0.925,0.042,8JowvzS3CjE
264,0.0,0.0,1.0,0.0,8LM1Zk4kxG8
265,-0.9961,0.059,0.934,0.008,8O39_gmswE0
266,0.9994,0.014,0.866,0.12,8X3WhmX8mmk
267,1.0,0.074,0.761,0.165,8XkcbdSRdO0
268,0.9649,0.017,0.959,0.024,8Z-wA32NYSo
269,-0.9993,0.157,0.744,0.099,8dnCqf5e-Zw
270,0.988,0.014,0.929,0.057,8gHpAVxD-Io
271,0.6836,0.021,0.961,0.018,8jssbjZOTw0
272,-0.5466,0.002,0.998,0.0,8mYGBYP9rMQ
273,0.6836,0.0,0.994,0.006,8si2lvrfQUE
274,-0.9996,0.033,0.951,0.017,8tyzkyzkAi0
275,0.7527,0.009,0.968,0.023,8xZzh6-YD2s
276,0.9987,0.021,0.885,0.095,8yEZ1v9LzL8
277,0.9862,0.022,0.928,0.05,8yGxbJ3D61k
278,-0.9468,0.036,0.949,0.015,8zgtumHt3js
279,0.9982,0.013,0.904,0.083,8zyKt63DDQM
280,0.7482,0.0,0.994,0.006,91j04vt-WJM
281,0.8553,0.036,0.927,0.037,94io2X_HAtY
282,1.0,0.07,0.703,0.226,98MWcF_Ucs0
283,1.0,0.05,0.803,0.147,9BPQpOfbiRg
284,1.0,0.029,0.66,0.311,9CCACd2q4IY
285,-0.7293,0.009,0.991,0.0,9Cewh9DbX4A
286,1.0,0.022,0.81,0.168,9Czl7WghNJA
287,0.9532,0.017,0.936,0.047,9Ech47qPdHw
288,-0.9706,0.033,0.96,0.007,9H62SMCCYDs
289,-0.9439,0.171,0.687,0.142,9JnJpeBcz9M
290,-0.9989,0.116,0.873,0.012,9KbQw4wAOeg
291,-0.9789,0.033,0.952,0.014,9LD5jeNPJhs
292,0.9332,0.033,0.92,0.047,9LckWII7BD4
293,0.9684,0.008,0.951,0.041,9P_mro6oaD8
294,0.9887,0.018,0.931,0.051,9Qxkd6Rh40g
295,0.4885,0.019,0.944,0.037,9RMUVVEZVtQ
296,0.875,0.006,0.962,0.032,9SP7IuH81jY
297,1.0,0.043,0.764,0.194,9SwJ0Xo3Xls
298,1.0,0.049,0.799,0.153,9WtWSKAFMCQ
299,0.9998,0.029,0.817,0.154,9Z0z-2iK9j8
300,-0.9918,0.15,0.728,0.122,9afhwb6rIZw
301,0.9987,0.092,0.705,0.203,9iH_plNzWdE
302,-0.9984,0.117,0.852,0.03,9lqkDkxIbPw
303,0.982,0.024,0.917,0.059,9rm-bdnW4hE
304,-0.999,0.098,0.868,0.034,9s-AswxWh7A
305,0.9908,0.023,0.925,0.052,9vAbTuIDDh4
306,-0.9852,0.036,0.941,0.023,9wDOsSOppQI
307,0.9228,0.008,0.968,0.023,9xHIm9z9tEg
308,0.5205,0.023,0.958,0.02,9zYq850Oc1U
309,-1.0,0.153,0.712,0.136,A-_tj5sSKkc
310,0.9994,0.074,0.762,0.165,A2gnwh7qYCk
311,-0.9996,0.059,0.916,0.025,A3aolZrJF0Y
312,0.9939,0.014,0.907,0.079,A3usDrlnQQc
313,1.0,0.053,0.743,0.204,A4LD3LzHZjM
314,0.0,0.0,1.0,0.0,A69i9nEonUA
315,0.7293,0.0,0.993,0.007,A79C9asiewE
316,0.9974,0.021,0.868,0.111,AAvGwHpKiw0
317,0.9465,0.0,0.974,0.026,ABfc4Ko560I
318,0.9928,0.04,0.891,0.069,ABsABLDKLVQ
319,1.0,0.053,0.731,0.216,ABuG8hZqynI
320,-0.9939,0.088,0.84,0.072,AKB1dyXsTGM
321,0.9988,0.057,0.845,0.097,AKDal51f5LU
322,-0.9972,0.076,0.897,0.028,AQ-s2Uo3U_0
323,-0.9993,0.108,0.874,0.018,ATh30tUkpFM
324,0.0,0.0,1.0,0.0,AU76htKk3xg
325,0.5673,0.0,0.973,0.027,AZe4ysz1VR4
326,-0.9354,0.024,0.961,0.016,A_Jk9oNHZrc
327,0.0,0.0,1.0,0.0,Ac8cf-qWz8w
328,0.9987,0.059,0.831,0.11,AdPNAE0u40A
329,0.9676,0.027,0.904,0.069,Ae6CTQNKc14
330,1.0,0.039,0.805,0.156,AjMsxrbjn7M
331,0.9985,0.011,0.926,0.063,AjheC7hfc0o
332,0.0,0.0,1.0,0.0,ApoBycomPpg
333,0.9999,0.067,0.638,0.295,Ar5q5Y6vVPs
334,0.9798,0.0,0.863,0.137,AsSOX4Peu60
335,0.7121,0.0,0.997,0.003,AtFP4Py7yf0
336,0.0,0.0,1.0,0.0,AuCkNOiHoW8
337,-0.9989,0.07,0.906,0.025,AvrBFfWGrCk
338,-0.8388,0.004,0.996,0.0,B0Cm3bgwwvc
339,0.9976,0.1,0.744,0.156,B1vfdjTdUJM
340,-0.6935,0.003,0.997,0.0,B5hoKypkaHQ
341,0.9984,0.0,0.828,0.172,B8sMkjIJeTM
342,0.453,0.0,0.981,0.019,BBkMzlqpEoo
343,-0.9981,0.06,0.92,0.02,BDQPpa2IOaM
344,0.9014,0.024,0.942,0.034,BDeFFHszSaU
345,0.9991,0.039,0.872,0.089,BE20uv5rqN8
346,0.0,0.0,1.0,0.0,BF5DykrGMJY
347,0.9105,0.0,0.998,0.002,BF6Ln85YOMU
348,0.972,0.038,0.907,0.055,BH6bcVI68yA
349,-0.706,0.019,0.959,0.022,BJOvrdNkbtU
350,-0.9984,0.079,0.881,0.04,BNCTW5Pyqec
351,0.9908,0.002,0.945,0.053,BNms0yNsbOs
352,0.0,0.0,1.0,0.0,BPFxO3X1S0s
353,-0.9978,0.087,0.893,0.02,BPypXrUjqSU
354,0.9127,0.003,0.975,0.022,BQQPkvUpo7c
355,0.9826,0.02,0.906,0.073,BSNKfVogp54
356,-0.998,0.043,0.927,0.03,BTVb4PB9Ww0
357,0.9997,0.06,0.776,0.164,BU79EyMjIrU
358,0.9549,0.0,0.967,0.033,BVKzk46fO1Y
359,1.0,0.062,0.816,0.123,Ban8Aoj1NuU
360,0.982,0.01,0.931,0.059,BduzAgMOXms
361,-0.9959,0.086,0.871,0.043,BfIBDded_JQ
362,0.0,0.0,1.0,0.0,Bg5sGvUoCHw
363,0.9996,0.014,0.737,0.25,BgGa8mmf_Uk
364,0.9684,0.01,0.957,0.034,BgN1XOrxgK4
365,0.9994,0.009,0.946,0.045,BjZlPMH5HiA
366,0.9994,0.032,0.814,0.154,BkxeOMX-Wms
367,0.9876,0.019,0.915,0.066,BsZSuCeD8Wo
368,-0.9769,0.098,0.812,0.09,BtR4mH3ZvcM
369,0.9999,0.002,0.881,0.117,Bu412i99H9A
370,0.9996,0.102,0.748,0.15,BuAURiD4Wmw
371,-0.7156,0.005,0.993,0.002,BvgUS87z8wQ
372,0.0,0.0,1.0,0.0,C-78P1SfVVY
373,-0.844,0.055,0.899,0.046,C1qt5nbH0SM
374,0.9995,0.015,0.864,0.121,C2QMwtmiq5c
375,0.9967,0.022,0.903,0.074,C2X1KnvYhNw
376,0.0,0.0,1.0,0.0,C7Gidc4eiio
377,0.0,0.0,1.0,0.0,C8Xi0IVOGJs
378,0.0,0.0,1.0,0.0,CA2vJ5l8qow
379,0.0,0.0,1.0,0.0,CBo4LeQrFXs
380,0.9892,0.019,0.908,0.073,CCHQFi9Mjz4
381,0.9542,0.02,0.948,0.032,CCqxzgzrdCE
382,0.9986,0.052,0.744,0.204,CD5JqPyIuj8
383,1.0,0.095,0.715,0.191,CEAK9Ewo-8E
384,0.9961,0.017,0.884,0.099,CHtSqQw6iOg
385,-0.9998,0.125,0.869,0.006,CI0Rb-Yha1Y
386,0.998,0.005,0.883,0.112,CIDSDbcrBOQ
387,-0.9902,0.043,0.946,0.011,CIDzQ7damyo
388,0.0,0.0,1.0,0.0,CKaYjjT2mHM
389,-0.9973,0.087,0.897,0.015,CLc1VhAT3QA
390,0.8565,0.0,0.992,0.008,CLe0gVBt8co
391,0.9773,0.054,0.873,0.072,CPb5dvWwxNw
392,1.0,0.059,0.721,0.22,CPfQAY7pzrs
393,0.9952,0.0,0.942,0.058,CQ60e9Ui-G0
394,-0.8601,0.031,0.947,0.022,CQqZUiSyx3E
395,-0.8206,0.026,0.959,0.014,CQx53asH8q4
396,-0.5273,0.017,0.967,0.016,CRD9j-q5bHE
397,0.0,0.0,1.0,0.0,C_PUj10Q2Lw
398,0.0,0.0,1.0,0.0,CeTO6RHwzvE
399,0.0,0.0,1.0,0.0,CjTJjSUskrs
400,0.9811,0.0,0.968,0.032,CkdkYee5vZc
401,-0.9996,0.094,0.887,0.019,Cl9jdCDtzjk
402,-0.9841,0.045,0.939,0.016,Cnv9WXGlSmk
403,0.9999,0.094,0.755,0.151,CqWuqm51aUs
404,1.0,0.058,0.663,0.279,CvErNgwwciY
405,0.9967,0.015,0.857,0.129,D0OU_kPIUpo
406,0.0,0.0,1.0,0.0,D1LDMWUIC40
407,0.0,0.0,1.0,0.0,D1LILHuw2lU
408,-0.9998,0.059,0.906,0.035,D1mF-MTcCHc
409,0.0,0.0,1.0,0.0,D3w_CRe6VC4
410,0.9438,0.0,0.963,0.037,D517Du-ToHE
411,0.7179,0.029,0.946,0.025,D5BhAXefh3c
412,-0.9618,0.048,0.932,0.02,D6LkRCWlH7U
413,0.9994,0.015,0.934,0.051,D7e04Lirnrc
414,0.0,0.0,1.0,0.0,DEPYJpJ0f-M
415,0.991,0.005,0.949,0.046,DIupXi4NggU
416,1.0,0.036,0.61,0.355,DLdyWMaia8Q
417,0.9848,0.021,0.92,0.059,DM5_FxwY_Uw
418,0.9861,0.009,0.95,0.041,DMpcjzAjGKw
419,-1.0,0.108,0.873,0.019,DMrFMuUcM4o
420,0.9961,0.021,0.912,0.067,DQdevcl8Cl0
421,-0.5152,0.022,0.961,0.018,DS0f9ps0JuA
422,0.0,0.0,1.0,0.0,DXBshIuVV5I
423,-0.7576,0.021,0.965,0.015,D_DthHTYlt0
424,0.9991,0.029,0.695,0.276,D_HceWNTuoE
425,-0.9471,0.021,0.966,0.013,D_gjAVRhoYo
426,-0.6074,0.038,0.918,0.043,DcaPFeCUM6M
427,0.8823,0.033,0.929,0.039,DeLFqEAuEDc
428,0.9938,0.0,0.974,0.026,Dk5fc9g6fwc
429,-0.9973,0.05,0.937,0.013,DmBh279Z6MA
430,0.9521,0.026,0.934,0.04,DntP9z3T14o
431,0.6768,0.014,0.966,0.019,DpO0AiWugyE
432,0.9999,0.068,0.812,0.12,DqCNuTOrAwY
433,0.9762,0.04,0.896,0.063,DqhmGK07r0o
434,-0.9994,0.083,0.898,0.019,DtQLFtLhOfg
435,0.9854,0.019,0.953,0.028,DuYRwf93Umo
436,0.9159,0.005,0.967,0.028,DwdP6BszZVE
437,0.9984,0.009,0.947,0.045,DwfCVBrWs6o
438,-0.9965,0.119,0.799,0.082,Dx37PoHH37c
439,0.977,0.0,0.972,0.028,E1ux6mPDOdw
440,0.0,0.0,1.0,0.0,E5EsBFPXW2o
441,-0.9932,0.058,0.922,0.02,EBIW4WEm8YQ
442,0.9961,0.0,0.948,0.052,ED-0LZS0rzY
443,0.7862,0.0,0.995,0.005,EDxaZSjYgtg
444,0.9939,0.01,0.93,0.06,EGE3L3u_MLE
445,0.9996,0.0,0.797,0.203,EKZdpMv1z7o
446,-0.9991,0.128,0.856,0.016,EKd39YS335g
447,1.0,0.089,0.735,0.175,ELZapVcPF5E
448,0.9998,0.065,0.703,0.232,EOQP6Q8dRb0
449,1.0,0.059,0.683,0.258,EOuEx5uZkuU
450,0.9949,0.02,0.867,0.113,EPnEP9DUG0g
451,0.9999,0.008,0.889,0.103,EQHp7qQuXRc
452,0.9955,0.007,0.942,0.051,EQis7DvmTvE
453,-0.5942,0.022,0.96,0.018,ET064AVH7u8
454,0.6713,0.004,0.986,0.01,EZlKJFNl3cE
455,0.9904,0.007,0.948,0.045,EbJPmdeXW0w
456,0.9975,0.004,0.929,0.067,EgF7MBXd1hI
457,0.0,0.0,1.0,0.0,EiuI2NJbEq8
458,0.4404,0.0,0.97,0.03,Ej0VEX3q8QY
459,0.999,0.013,0.895,0.092,Ej2wbJLaCvI
460,0.0,0.0,1.0,0.0,EjO7sNfk37g
461,0.9946,0.021,0.924,0.055,Ejn0xpzWtdQ
462,0.6734,0.004,0.988,0.008,Ek2HlZ-Fwog
463,0.9992,0.026,0.831,0.143,Enf407Wqs10
464,0.9623,0.014,0.96,0.026,EoI3fP8a7XY
465,-0.9999,0.079,0.91,0.011,EwF3h5x1x1I
466,-0.7551,0.021,0.979,0.0,ExifX7NT72s
467,0.9378,0.007,0.982,0.011,F2CJROhhU9Y
468,0.989,0.004,0.941,0.055,F2MrmVFX-iY
469,0.0,0.0,1.0,0.0,F49VpAnVa4c
470,0.9565,0.026,0.932,0.042,F6iH4rzlY08
471,0.9999,0.067,0.725,0.207,FKgD3yFixUs
472,0.9999,0.008,0.82,0.172,FN2XDrAC3XM
473,0.0,0.0,1.0,0.0,FN3aEwXaPHU
474,1.0,0.063,0.731,0.206,FQib8LJYPBk
475,-0.894,0.014,0.982,0.003,FSidYcvaNxg
476,0.0,0.0,1.0,0.0,FUfHRCdQmRA
477,0.9786,0.035,0.912,0.053,FV3xi7xldNg
478,-0.9579,0.027,0.949,0.024,FZjICq78KNI
479,-0.9926,0.034,0.957,0.009,FbUqfc6Xzbw
480,0.0,0.0,1.0,0.0,FdSWvZBPNqk
481,0.9304,0.039,0.915,0.046,Fe7kcXn2ydY
482,0.9932,0.005,0.987,0.009,FgPXG0kBJwA
483,0.8002,0.0,0.995,0.005,Fhi1fPgiI-c
484,0.7998,0.0,0.997,0.003,FjmMJvuUlwY
485,0.9996,0.006,0.807,0.187,Fl2aLa3BUVY
486,-0.9273,0.02,0.972,0.009,FmrU_uq2Md0
487,0.0,0.0,1.0,0.0,FqU491ErjXk
488,0.9982,0.037,0.927,0.036,FrpAMZIGM2w
489,0.8863,0.08,0.829,0.091,Fsxkf42m1VI
490,0.9033,0.002,0.983,0.015,FugilewB5S0
491,0.9821,0.034,0.886,0.08,Fxaw_h-VGAg
492,0.9862,0.0,0.96,0.04,FxnFsNyKEaA
493,0.9992,0.005,0.869,0.126,G-Dpt7_XVBU
494,0.9849,0.0,0.965,0.035,G-SY594_U_E
495,-0.9939,0.079,0.885,0.036,G-vw9sXyJu8
496,-0.8366,0.008,0.985,0.007,G2q37K9E1Og
497,0.9852,0.006,0.936,0.059,G5FYJs6f64U
498,-0.9709,0.045,0.931,0.024,GAFsqFhHA2Y
499,0.992,0.006,0.953,0.041,GCsceqLHd-8
500,0.9982,0.0,0.928,0.072,GDNAzQGzqZc
501,0.9945,0.012,0.91,0.078,GG4OZhypZW8
502,0.8674,0.021,0.954,0.025,GHPBLsGZkpE
503,0.9482,0.016,0.956,0.027,GJ8VBKwsMGo
504,-0.9575,0.037,0.933,0.029,GJxyBZvAGRc
505,0.9444,0.006,0.956,0.038,GKH--cmcnP8
506,0.9793,0.011,0.953,0.036,GKgvAuTDBmg
507,0.0,0.0,1.0,0.0,GL3mkHb0X20
508,0.6283,0.015,0.952,0.033,GLreYRqgyC8
509,0.9488,0.0,0.978,0.022,GOVGUiimPyA
510,1.0,0.037,0.672,0.29,GSTyIwVqO6Q
511,0.6836,0.0,0.996,0.004,GWUW7YBJaMQ
512,0.9997,0.091,0.792,0.117,GX79IILLDlE
513,0.8875,0.023,0.945,0.032,GYDhepHfI9Q
514,0.9999,0.022,0.682,0.297,GZVG3QB-2pU
515,0.9192,0.0,0.786,0.214,GZiUko0owz4
516,0.0,0.0,1.0,0.0,G_5MJ6TfPCI
517,1.0,0.093,0.722,0.186,GaIW5CQQ3Zo
518,0.0,0.0,1.0,0.0,GcLD6_b1uQA
519,0.9924,0.003,0.945,0.052,GkH29L4Z6Sg
520,0.9211,0.015,0.955,0.03,Gp-ZX0D9SyE
521,0.9685,0.012,0.967,0.021,GqwS5HQLb7M
522,0.9747,0.0,0.972,0.028,GrIcXTYf8pM
523,0.0,0.0,1.0,0.0,GtGfiB43wYY
524,-0.9979,0.067,0.926,0.008,GuW9pbOv6d8
525,0.0,0.0,1.0,0.0,GzFWMQM-3Q0
526,0.0,0.0,1.0,0.0,H1CAB81ayLQ
527,-0.999,0.116,0.871,0.013,H2-OjCvXrvA
528,0.9996,0.058,0.787,0.155,H6g4iPfhIKM
529,-0.9978,0.09,0.892,0.018,H8s_GslzCJA
530,0.987,0.067,0.816,0.117,HAz1QTVCIgY
531,-0.9976,0.071,0.913,0.016,HBMQXg6UBBA
532,0.0,0.0,1.0,0.0,HDN9lPz1544
533,0.9858,0.026,0.92,0.055,HDWr8K2t_1E
534,0.0,0.0,1.0,0.0,HHC_74dpADU
535,0.9853,0.02,0.91,0.07,HJL-_t2INLg
536,1.0,0.087,0.791,0.122,HLzz439tjw4
537,-0.8948,0.179,0.726,0.095,HPVX_TvWKjA
538,-0.9971,0.071,0.916,0.013,HR8Qsz9NqGs
539,0.9998,0.012,0.841,0.148,HShJwyvMReQ
540,0.9999,0.079,0.789,0.133,HVxuZyRXBm8
541,0.9255,0.019,0.951,0.03,HWOMYUZtGr8
542,-0.9984,0.097,0.895,0.008,HY7XE0tjLFg
543,0.9999,0.031,0.671,0.299,HdV2w2xQdHw
544,-0.9946,0.079,0.881,0.041,HdcLRlkcHiw
545,0.738,0.013,0.965,0.022,HeyzrPPQT9c
546,0.9985,0.004,0.806,0.19,Hfybrq-wYm0
547,1.0,0.041,0.742,0.218,HhjHYkPQ8F0
548,0.9402,0.0,0.983,0.017,HiIqMPwxc2s
549,0.5042,0.004,0.988,0.007,Hkuo8d91ukE
550,0.0,0.0,1.0,0.0,HqX812h9oaM
551,0.9409,0.008,0.941,0.051,HrOroCBaXL0
552,0.9547,0.009,0.971,0.02,Ht4TD0Ch7gA
553,0.9997,0.026,0.882,0.093,HtdUBg_njkg
554,0.6628,0.0,0.993,0.007,HtvRXtjbPco
555,0.9941,0.021,0.95,0.029,HvCVjS-WEm8
556,0.0,0.0,1.0,0.0,HzxnwC1OdcY
557,0.9997,0.017,0.921,0.062,I-NrHG3aDMI
558,-0.5216,0.001,0.999,0.0,I4qrcMs3Aho
559,-0.9706,0.014,0.986,0.0,I5ah5By4QWo
560,0.0,0.0,1.0,0.0,I7SZxoZlkxY
561,0.6713,0.006,0.977,0.017,IAqGKa5kF9g
562,0.9684,0.0,0.96,0.04,IG94Mc6eSpw
563,0.9951,0.006,0.876,0.118,IIB0QOB4sjU
564,0.9833,0.005,0.98,0.015,IIMws4nQW-8
565,0.9994,0.081,0.733,0.186,IIOY165lt8k
566,-0.993,0.042,0.922,0.036,INLwQ_Z0MUg
567,0.993,0.057,0.84,0.103,INqwwXYcAko
568,0.9909,0.0,0.989,0.011,IOS9F8WF0jw
569,0.9563,0.016,0.952,0.032,IOTMBvA0uwg
570,0.7506,0.0,0.88,0.12,IOo2dWm064Y
571,1.0,0.019,0.772,0.209,IVMquMDUQZY
572,0.9998,0.038,0.752,0.21,IVZsfc0TqJo
573,0.9554,0.017,0.953,0.03,IW2lPzDVbQs
574,0.9849,0.003,0.976,0.021,IYHB2cpj_5U
575,0.9384,0.003,0.983,0.014,Il1YU1v44-A
576,0.0,0.0,1.0,0.0,Io53bsNR55I
577,-0.8917,0.022,0.966,0.012,IpAUeZ4Kt9g
578,0.9485,0.004,0.988,0.007,IrzABKWrfyQ
579,0.9997,0.006,0.801,0.193,IsBasdYwA1A
580,0.7634,0.027,0.951,0.021,Ituq8iAOj30
581,0.9993,0.046,0.82,0.133,Ivk-fF5hJzA
582,0.9711,0.002,0.971,0.027,Iw39saG2ZGU
583,0.0,0.0,1.0,0.0,Iwb0Ktndiu0
584,0.0,0.0,1.0,0.0,IwnxtTmCJAY
585,0.9999,0.063,0.792,0.144,J-paPjl1zA0
586,0.8892,0.023,0.951,0.026,J-th9v4IASA
587,-0.9968,0.05,0.92,0.03,J47tpjCzfQo
588,0.9971,0.021,0.913,0.065,JADiZCNZv_4
589,0.9996,0.043,0.784,0.173,JBCIB-rlNyQ
590,-0.9599,0.051,0.911,0.038,JGOiy9oRQlI
591,0.999,0.007,0.902,0.091,JI3c4_dhDYE
592,0.9931,0.014,0.937,0.049,JKIje9RwTXw
593,0.9999,0.021,0.788,0.192,JLX6gos1_6k
594,0.9996,0.073,0.734,0.193,JNuROmStRu0
595,0.9785,0.021,0.941,0.038,JRp43x_aYIU
596,0.9915,0.06,0.845,0.095,JRyOYiGXSdU
597,0.0,0.0,1.0,0.0,JTqc4M4xi_I
598,1.0,0.072,0.726,0.201,JUmZ3NfiHDI
599,0.9957,0.009,0.934,0.057,JV_eLj6ABSk
600,0.9964,0.005,0.904,0.091,Jd0B914bTGw
601,0.9789,0.008,0.954,0.037,Jdj4GUqChk8
602,-0.8994,0.13,0.75,0.12,JdrT6MHkhoU
603,0.7669,0.021,0.952,0.027,JeR10rgrKxE
604,0.999,0.02,0.942,0.038,JekUB5ARGu0
605,0.9999,0.038,0.686,0.276,JfAcAIxFKKo
606,0.8238,0.0,0.987,0.013,JhBW3rVHlf4
607,0.9978,0.013,0.898,0.089,JipnO8HCGj4
608,0.0,0.0,1.0,0.0,JjGEBCTmg2g
609,0.9932,0.062,0.831,0.107,JkrbBg5tkVU
610,0.9882,0.025,0.926,0.049,JlDqgU2AoRU
611,0.934,0.0,0.998,0.002,JmS1u0B74Ck
612,-0.7121,0.005,0.994,0.001,JnDd6VUiMLQ
613,0.7293,0.0,0.995,0.005,JntRDFFdWmg
614,0.9997,0.044,0.714,0.242,Jq1_ojQdDI8
615,0.8932,0.0,0.97,0.03,JqcciDF5W4M
616,0.9688,0.003,0.989,0.008,JreH9ISczag
617,0.9827,0.0,0.921,0.079,JseB-BGObHk
618,-1.0,0.055,0.93,0.016,Jt0kSvJewaQ
619,0.8875,0.0,0.987,0.013,Jtl0EMlX1cs
620,0.9727,0.055,0.861,0.084,JtzbLvoGAuo
621,-0.9998,0.076,0.894,0.03,JvSdLL98SXQ
622,0.9992,0.076,0.733,0.192,JxHppOnkWr4
623,0.9985,0.004,0.861,0.135,K-74XvQ1LEg
624,-0.9924,0.086,0.909,0.005,K0Z5MtC3ezo
625,-0.9998,0.051,0.922,0.026,K1v5Pe_prOY
626,0.9999,0.042,0.868,0.09,K2i-fPWWy4A
627,0.946,0.01,0.974,0.017,K3XYwP7nsIE
628,-0.9657,0.083,0.848,0.069,K3sC2L3XNAk
629,0.8843,0.0,0.939,0.061,K7LMtBm4wVU
630,-0.9999,0.102,0.887,0.011,K7l1aXAqApQ
631,0.9985,0.102,0.736,0.161,KAcfESIO8w4
632,0.9977,0.014,0.931,0.055,KEhY4Jod_P0
633,1.0,0.067,0.625,0.308,KI15gVTHfPw
634,0.97,0.0,0.975,0.025,KI5Q01LMmLU
635,-0.6052,0.012,0.988,0.0,KIbiuzNiCME
636,0.7374,0.0,0.994,0.006,KIyScG1EHCw
637,0.8529,0.0,0.989,0.011,KMPYph03QGI
638,-0.9887,0.039,0.949,0.011,KN_ZRC_ESmE
639,0.0,0.0,1.0,0.0,KNsZxeDeBok
640,0.9898,0.004,0.927,0.069,KPXbyvIVDPs
641,0.5615,0.011,0.98,0.009,KS_-ETh51MA
642,-0.9809,0.044,0.943,0.013,KSsin1xrQeg
643,0.0,0.0,1.0,0.0,KWJ0p6dJ34I
644,0.5837,0.007,0.984,0.009,K_gnAb9p7mk
645,-0.9927,0.046,0.946,0.007,KbiwzSwFgqk
646,0.9995,0.013,0.917,0.07,Ket6tcqX8YU
647,1.0,0.056,0.74,0.204,KgvZnxNAThM
648,-0.9195,0.028,0.961,0.011,KkBWUxBIhPg
649,-0.814,0.011,0.986,0.003,KmEcHWemyTw
650,0.9868,0.01,0.946,0.044,Kmpr9bKwLqg
651,-0.5478,0.069,0.89,0.041,KnueaA1aPss
652,-0.9986,0.061,0.928,0.012,Krcr3_oNcts
653,0.7488,0.0,0.993,0.007,L1e-sxUYFT4
654,-0.8892,0.022,0.959,0.019,L3XnKr0lvDw
655,-0.9729,0.059,0.916,0.025,L4HTmPjlBpU
656,0.9453,0.013,0.968,0.02,L4WcEv10Sco
657,0.0,0.0,1.0,0.0,LAU5_DUMwLA
658,0.9996,0.064,0.729,0.207,LBjGD5VGVg0
659,0.0,0.0,1.0,0.0,LK5QBU13uS0
660,0.9842,0.044,0.897,0.059,LKZYTdIS8Lc
661,-0.9991,0.064,0.907,0.029,LMgj6BnoxXE
662,0.9872,0.003,0.955,0.042,LN2Jf_yanzM
663,0.0,0.0,1.0,0.0,LOoGM3Vl2MQ
664,0.9438,0.047,0.891,0.062,LSMedPEEx2U
665,-0.9979,0.093,0.839,0.067,LYUCOfUagtU
666,0.9984,0.014,0.924,0.062,LZ8BqOIGRwo
667,0.9216,0.0,0.994,0.006,LZVuL-B8xW0
668,1.0,0.031,0.729,0.24,L_1htTC1Jmc
669,0.8924,0.005,0.972,0.022,L_VDW97KvRo
670,1.0,0.056,0.816,0.127,LdOM0x0XDMo
671,0.9993,0.08,0.77,0.15,Lh1Tz3zwhFU
672,0.0,0.0,1.0,0.0,Lin3joRaNdg
673,-0.6154,0.047,0.907,0.046,LjhBo2bHVTk
674,0.9972,0.009,0.941,0.05,LpeLLMnmXUQ
675,0.6943,0.004,0.985,0.011,LrIevOUyQc0
676,-0.9694,0.059,0.905,0.035,LtkXvBE2KKg
677,0.9821,0.0,0.964,0.036,LyyThQHqVf4
